filename	score	musical_role	raw_role	role_source	centroid_exported_hz	centroid_computed_hz	spectral_tilt_db_per_oct	rolloff_or_high_extension_hz	smooth_score	hiMidMid_ratio	subBass_pct	bass_pct	lowMid_pct	mid_pct	highMid_pct	presence_pct	air_pct	fizz_label	notes
G12M_Roswell_Cap_4in.wav	92.0	Dark Specialty		computed	2032	2032	-5.9	3896.0	92	1.03	0.2	1.4	6.1	38.9	40.2	12.4	0.70	Low fizz (tamed)	
G12M_SM57_Cap_Cone_Tr_2in.wav	94.0	Foundation		computed	2564	2564	-4.2	4430.0	89	1.57	0.0	0.9	10.1	25.1	39.3	23.3	1.30	Neutral	
G12M_C414_Cap_6in.wav	86.0	Foundation		computed	2474	2474	-3.9	4137.0	89	2.98	0.1	2.1	11.6	17.6	52.4	14.3	1.90	Neutral	
G12M_e906_Flat_CapEdge_2in.wav	94.0	Foundation		computed	2759	2759	-4.7	4623.0	92	1.69	0.1	1.3	4.6	23.9	40.5	28.4	1.20	Neutral	
G12M_SM57_Cap_OffCenter_2in.wav	94.0	Foundation		computed	2972	2972	-3.3	5086.0	89	1.66	0.0	1.6	3.2	24.0	39.9	28.2	3.20	Neutral	
G12M_SM57_CapEdge_2in.wav	94.0	Foundation		computed	2797	2797	-3.8	4629.0	91	1.89	0.1	1.2	4.6	23.7	44.8	22.1	3.50	Neutral	
G12M_e906_Presence_CapEdge_2in.wav	94.0	Foundation		computed	3038	3038	-3.9	4582.0	90	2.16	0.1	1.7	3.6	18.8	40.7	33.6	1.50	Neutral	
G12M_SM57_CapEdge_Br_2in.wav	94.0	Foundation		computed	3111	3111	-3.1	4916.0	89	2.42	0.1	1.5	3.8	17.9	43.3	29.6	3.70	Neutral	
G12M_M160_Cap_Cone_Tr_4in.wav	94.0	Dark Specialty		computed	2340	2340	-5.6	3855.0	91	2.08	0.2	2.1	4.2	25.9	53.8	13.0	0.70	Low fizz (tamed)	
G12M_MD421_Cap_Cone_Tr_Br2_4in.wav	92.0	Cut Layer		computed	3018	3018	-3.8	4617.0	92	1.91	0.1	0.6	4.3	19.3	36.9	37.1	1.70	Neutral	
G12M_SM57_Fredman_2in.wav	94.0	Foundation		computed	2742	2742	-4.0	4816.0	89	1.98	0.1	1.5	4.2	22.8	45.2	23.8	2.50	Neutral	
G12M_MD421_Cap_3.5in.wav	94.0	Cut Layer		computed	3328	3328	-3.0	4623.0	90	3.27	0.0	0.5	2.9	11.3	36.9	47.1	1.20	Neutral	
G12M_SM57_R121_Balanced_B_6in.wav	94.0	Foundation		computed	2896	2896	-2.9	4828.0	84	3.34	0.1	1.0	4.2	15.7	52.5	23.0	3.70	Neutral	
G12M_MD421_CapEdge_3.5in.wav	94.0	Foundation		computed	3014	3014	-4.0	4594.0	86	3.25	0.1	0.4	2.5	14.2	46.1	36.2	0.60	Neutral	
G12M_MD421_CapEdge_Br_3.5in.wav	94.0	Cut Layer		computed	3231	3231	-3.6	4646.0	86	2.39	0.0	0.3	3.6	13.9	33.2	48.1	0.80	Neutral	
G12M_SM57_R121_Smooth_A_4in.wav	94.0	Cut Layer		computed	3037	3037	-3.1	4904.0	87	4.79	0.0	0.6	3.2	12.2	58.4	21.6	3.90	Neutral
